"num_fatura","nom_filial","tpo_cliente","nom_sexo_cliente","id_linha_produto","vlr_preco_unitario","qtd_produtos","dta_venda","hra_venda","nom_forma_pagam","num_avaliacao"
"384-59-6655","A","Member","Female","3","295.98","9","2/19/2019","15:07","Cash","10"
"256-58-3609","C","Member","Male","2","275.94","0","3/18/2019","15:29","Cash","10"
"324-92-3863","A","Member","Male","1","62.67","2","2/5/2019","18:45","Cash","10"
"593-08-5916","A","Normal","Female","2","46.5","0","3/19/2019","15:23","Credit card","9"
"364-34-2972","C","Member","Male","1","290.46","2","3/30/2019","20:37","Cash","8"
"794-42-3736","B","Normal","Male","3","99.990005","2","1/26/2019","14:41","Credit card","8"
"172-42-8274","B","Normal","Female","1","null","1","3/2/2019","18:18","Credit card","7"
"558-60-5016","A","Normal","Female","5","99.899994","7","3/4/2019","15:27","Debit card","9"
"195-06-0432","A","Member","Male","5","243.03","6","1/13/2019","12:55","Credit card","5"
"605-03-2706","A","Normal","Female","4","47.4","2","3/25/2019","18:02","Cash","10"
"214-30-2776","B","Member","Female","1","103.47","12","3/11/2019","19:44","Credit card","5"
"746-04-1077","B","Member","Female","3","253.88998","10","1/1/2019","11:36","Credit card","10"
"448-34-8700","B","Member","Male","5","110.729996","7","2/10/2019","13:51","Debit card","8"
"452-04-8808","B","Normal","Male","1","261.24","7","1/26/2019","15:17","Cash","7"
"531-56-4728","A","Normal","Male","5","240.24","3","2/11/2019","15:29","Cash","7"
"744-82-9138","C","Normal","Male","2","258.38998","2","2/7/2019","17:59","Cash","10"
"883-69-1285","B","Member","Male","2","149.76","1","3/6/2019","11:55","Credit card","9"
"221-25-5073","A","Normal","Female","3","223.98001","3","3/4/2019","10:39","Cash","10"
"518-71-6847","B","Member","Male","3","79.8","18","2/26/2019","15:10","Debit card","6"
"156-20-0370","B","Normal","Female","1","76.350006","0","3/10/2019","18:10","Credit card","6"
"151-33-7434","B","Normal","Female","3","203.31","1","2/4/2019","20:43","Credit card","8"
"728-47-9078","C","Member","Male","3","178.77","6","1/19/2019","12:46","Cash","10"
"809-46-1866","A","Normal","Male","4","174.45001","4","1/23/2019","17:44","Cash","10"
"139-32-4183","A","Member","Female","6","292.44","54","3/14/2019","14:19","Debit card","9"
"148-41-7930","C","Normal","Male","4","299.88","17","1/23/2019","10:33","Cash","3"
"189-40-5216","C","Normal","Male","1","289.11002","7","1/9/2019","11:40","Cash","7"
"374-38-5555","B","Normal","Female","2","191.13","15","2/7/2019","19:30","Debit card","5"
"764-44-8999","B","Normal","Female","4","44.28","2","2/18/2019","14:42","Debit card","5"
"552-44-5977","B","Member","Male","4","186","24","1/3/2019","19:08","Credit card","3"
"267-62-7380","C","Member","Male","1","247.01999","8","3/29/2019","19:12","Debit card","5"
"430-53-4718","B","Member","Male","4","226.11002","8","1/28/2019","15:46","Credit card","10"
"886-18-2897","A","Normal","Female","3","169.68001","8","3/22/2019","19:06","Credit card","2"
"602-16-6955","B","Normal","Female","6","229.79999","10","1/24/2019","18:10","Debit card","7"
"745-74-0715","A","Normal","Male","1","174.09","1","3/10/2019","20:46","Debit card","10"
"690-01-6631","B","Normal","Male","2","52.47","10","2/22/2019","18:35","Debit card","8"
"652-49-6720","C","Member","Female","1","182.85","1","2/18/2019","11:40","Debit card","7"
"233-67-5758","C","Normal","Male","4","121.049995","1","1/29/2019","13:46","Debit card","8"
"303-96-2227","B","Normal","Female","5","null","8","3/2/2019","17:16","Debit card","5"
"727-02-1313","A","Member","Male","3","95.520004","3","2/9/2019","13:22","Cash","10"
"347-56-2442","A","Normal","Male","5","197.45999","1","2/22/2019","15:33","Cash","5"
"849-09-3807","A","Member","Female","2","265.02","7","2/18/2019","13:28","Cash","8"
